Date,r,xs,xb
5/1/1974,-0.106829324,-0.04094579,0.11429201
6/1/1974,-0.019530253,0.035237523,0.059900499
7/1/1974,0.004426507,0.005692379,-0.081829336
8/1/1974,0.194426442,0.117823726,-0.190895992
9/1/1974,-0.330439501,-0.184457993,0.273619824
10/1/1974,0.081361426,-0.031804359,-0.009282742
11/1/1974,0.123800959,-0.01701348,-0.038835521
12/1/1974,-0.128167511,-0.084675809,0.113252541
1/1/1975,-0.152516445,-0.1152,0.288344684
2/1/1975,-0.141516245,-0.036330758,0.295733445
3/1/1975,0.108915055,0.055953599,-0.017154755
4/1/1975,-0.011376564,0.076575121,0.06652099
5/1/1975,-0.068661297,-0.099639856,0.175837878
6/1/1975,0.163714992,0.116833333,-0.097011329
7/1/1975,0.067067776,0.069691091,-0.025942234
8/1/1975,-0.010281924,0.01827567,-0.022910854
9/1/1975,0.054289544,0.031785176,-0.023137987
10/1/1975,-0.15511761,-0.183508166,0.244877855
11/1/1975,-0.0248307,0.044072207,0.083428419
12/1/1975,-0.002314815,-0.069470405,0.027961534
1/1/1976,-0.12587007,-0.076832943,0.259353722
2/1/1976,0.02941827,0.089936537,0.047290381
3/1/1976,0.021916631,-0.00299451,0.019733469
4/1/1976,-0.013036165,-0.001835475,0.057645463
5/1/1976,0.077971879,0.111166834,-0.048138709
6/1/1976,0.046640316,-0.045885362,-0.003557312
7/1/1976,-0.040596677,-0.051087985,0.101402178
8/1/1976,-0.062389293,-0.03256896,0.090412326
9/1/1976,0.06675063,-0.017176228,-0.00818335
10/1/1976,-0.064147973,-0.052254456,0.067181149
11/1/1976,-0.085996636,-0.093675088,0.118185056
12/1/1976,-0.020703934,-0.029908444,0.095308677
1/1/1977,0.06906272,0.171770134,-0.038499205
2/1/1977,-0.026807295,-0.023089314,0.039716736
3/1/1977,0.025287875,-0.019421033,0.012236877
4/1/1977,-0.033693019,0.013826607,0.060531985
5/1/1977,0.101868733,0.040361224,-0.061384129
6/1/1977,0.023578077,-0.006377325,0.025935897
